area_fips,year,qtr,emplvl,emplvl_growth,WTISPLC,TXUR
48001,2010,2,1668.0,-0.017667844522968212,77.89,8.200000000000001
48001,2010,3,1699.0,0.01858513189448452,76.16666666666667,8.133333333333333
48001,2010,4,1773.0,0.04355503237198355,85.02666666666667,8.266666666666667
48001,2011,1,1758.0,-0.008460236886632777,93.98,8.166666666666666
48001,2011,2,1892.0,0.07622298065984068,102.55333333333334,8.200000000000001
48001,2011,3,1958.0,0.03488372093023262,89.71,8.233333333333333
48001,2011,4,2012.0,0.027579162410623193,94.06333333333333,7.533333333333334
48001,2012,1,2060.0,0.02385685884691857,102.89333333333333,6.933333333333334
48001,2012,2,2053.0,-0.0033980582524272274,93.48,6.8
48001,2012,3,2024.0,-0.014125669751583025,92.27,6.6000000000000005
48001,2012,4,2117.0,0.045948616600790526,88.16000000000001,6.5
48001,2013,1,2113.0,-0.0018894662257912254,94.35333333333334,6.566666666666666
48001,2013,2,2024.3333333333333,-0.04196245464584325,94.22333333333331,6.466666666666666
48001,2013,3,2094.6666666666665,0.034743948625061805,105.82333333333334,6.266666666666667
48001,2013,4,2166.6666666666665,0.03437301082113309,97.34333333333332,5.966666666666666
48001,2014,1,2078.0,-0.04092307692307684,98.74666666666667,5.6000000000000005
48001,2014,2,2140.0,0.029836381135707413,103.34666666666668,5.3
48001,2014,3,2167.0,0.012616822429906582,97.78000000000002,5.1000000000000005
48001,2014,4,2238.0,0.032764190124596304,73.16000000000001,4.733333333333333
48001,2015,1,2126.0,-0.05004468275245755,48.54,4.5
48001,2015,2,1971.0,-0.07290686735653806,57.84666666666667,4.4
48001,2015,3,1929.0,-0.0213089802130898,46.416666666666664,4.466666666666667
48001,2015,4,2381.6666666666665,0.2346639018489718,41.949999999999996,4.5
48001,2016,1,1545.0,-0.351294611616515,33.18333333333333,4.5
48001,2016,2,1408.0,-0.088673139158576,45.406666666666666,4.6000000000000005
48001,2016,3,1378.0,-0.021306818181818232,44.85,4.766666666666667
48001,2016,4,1370.0,-0.005805515239477477,49.13666666666666,4.8
48001,2017,1,1270.3333333333333,-0.07274939172749395,51.76666666666667,4.733333333333333
48001,2017,2,1326.0,0.04382051954867494,48.24,4.433333333333334
48001,2017,3,1360.3333333333333,0.02589240824534933,48.163333333333334,4.166666666666667
48001,2017,4,1464.0,0.07620681205586877,55.36666666666667,4.1
48001,2018,1,1521.6666666666665,0.039389799635701106,62.88666666666666,4.066666666666666
48001,2018,2,1566.3333333333333,0.02935377875136913,68.03333333333335,3.966666666666667
48001,2018,3,1702.3333333333333,0.08682698446477977,69.75666666666667,3.8333333333333335
48001,2018,4,1608.6666666666667,-0.05502251811239467,59.076666666666675,3.7999999999999994
48001,2019,1,1540.3333333333333,-0.04247824285122259,54.826666666666675,3.6666666666666665
48001,2019,2,1468.0,-0.046959532568707996,59.78333333333333,3.4333333333333336
48001,2019,3,1477.6666666666667,0.006584922797456816,56.370000000000005,3.5
48001,2019,4,1290.0,-0.12700203022783674,56.95666666666667,3.5
48001,2020,1,1274.0,-0.012403100775193798,45.75666666666667,4.033333333333333
48001,2020,2,898.0,-0.2951334379905809,27.80666666666667,11.533333333333333
48001,2020,3,823.0,-0.0835189309576837,40.89333333333334,8.333333333333334
48001,2020,4,873.6666666666667,0.061563385986229235,42.45333333333333,7.0
48001,2021,1,902.0,0.032430370087752625,57.79,6.6000000000000005
48001,2021,2,1009.3333333333334,0.11899482631189962,66.08999999999999,6.0
48001,2021,3,1128.6666666666665,0.11822985468956393,70.62333333333333,5.3
48001,2021,4,1035.0,-0.08298877731836962,77.44666666666667,4.633333333333333
48001,2022,1,825.3333333333334,-0.20257648953301122,94.45333333333333,4.133333333333333
48001,2022,2,886.0,0.07350565428109856,108.72333333333334,3.8333333333333335
48001,2022,3,979.0,0.10496613995485338,93.18333333333334,3.766666666666667
48001,2022,4,1010.0,0.03166496424923393,82.78666666666668,4.0
48001,2023,1,938.3333333333333,-0.07095709570957098,76.07666666666667,4.1
48001,2023,2,898.0,-0.042984014209591415,73.76,4.0
48001,2023,3,872.0,-0.028953229398663738,82.29666666666667,4.0
48001,2023,4,910.0,0.04357798165137616,78.41000000000001,4.0
48001,2024,1,722.0,-0.20659340659340664,77.56,4.0
48001,2024,2,709.0,-0.018005540166205036,81.71333333333332,4.1
48001,2024,3,719.0,0.014104372355430161,76.24,4.2
48001,2024,4,671.0,-0.06675938803894299,70.68666666666667,4.166666666666667
48001,2025,1,864.0,0.28763040238450066,71.83666666666666,4.1
48001,2025,2,890.6666666666666,0.030864197530864113,64.62666666666667,4.1
